timestamp_minute,road_id,vehicle_count,avg_speed_kmph,road_length_km,engine_load_factor,estimated_fuel_L,carbon_emission_gps
4,65525,6,34.78,1.511,0.77,0.0201,0.77
0,65526,9,60.75,0.632,1.09,0.0102,0.39
1,65526,6,45.92,0.812,0.8,0.0085,0.33
2,65526,1,37.61,0.49,1.18,0.0015,0.06
3,65526,1,42.79,1.514,0.88,0.0031,0.12
4,65526,10,31.8,1.42,0.9,0.0403,1.55
0,65527,5,39.63,0.534,0.7,0.0047,0.18
1,65527,5,51.24,0.192,1.15,0.0021,0.08
2,65527,4,37.78,0.982,0.8,0.0083,0.32
3,65527,2,39.59,1.686,0.84,0.0072,0.28
4,65527,4,37.16,0.401,1.23,0.0053,0.2
0,65528,8,50.22,1.253,1.16,0.0232,0.89
1,65528,6,41.69,1.303,0.77,0.0144,0.55
2,65528,6,31.02,1.925,0.78,0.0291,1.12
3,65528,6,40.15,1.237,1.27,0.0235,0.9
4,65528,5,28.59,0.397,1.09,0.0076,0.29
0,65529,5,48.68,1.286,1.27,0.0168,0.65
1,65529,4,53.77,1.442,0.91,0.0098,0.38
2,65529,5,27.73,0.119,1.19,0.0025,0.1
3,65529,3,29.21,0.646,1.0,0.0066,0.25
4,65529,8,34.08,0.958,1.05,0.0235,0.91
0,65530,1,27.2,1.601,1.17,0.0069,0.26
1,65530,1,27.72,1.336,1.01,0.0048,0.19
2,65530,6,37.93,0.237,0.92,0.0035,0.13
3,65530,10,34.55,0.38,1.04,0.0115,0.44
4,65530,8,38.72,0.94,1.19,0.0231,0.89
0,65531,6,42.72,1.506,1.0,0.021,0.81
1,65531,8,36.39,1.16,1.04,0.0266,1.02
2,65531,4,37.65,1.682,0.83,0.0148,0.57
3,65531,5,42.53,1.584,1.15,0.0214,0.82
4,65531,3,34.96,1.011,0.87,0.0075,0.29
0,65532,2,43.62,1.593,1.08,0.0079,0.3
1,65532,6,43.53,0.248,0.7,0.0024,0.09
2,65532,9,36.0,0.795,0.88,0.0175,0.67
3,65532,6,46.19,0.681,0.9,0.0079,0.31
4,65532,7,54.81,1.798,0.95,0.0218,0.84
0,65533,5,34.1,1.244,1.22,0.0222,0.86
1,65533,3,36.83,0.665,1.17,0.0064,0.24
2,65533,3,43.57,0.508,0.79,0.0028,0.11
3,65533,6,48.69,1.668,0.7,0.0144,0.55
4,65533,5,38.68,1.259,1.27,0.0207,0.8
0,65534,4,37.0,1.546,1.07,0.0179,0.69
1,65534,9,55.35,0.546,0.9,0.008,0.31
2,65534,8,28.91,1.771,1.03,0.0505,1.94
3,65534,6,46.29,1.731,1.12,0.0252,0.97
4,65534,3,40.73,1.555,0.85,0.0097,0.37
0,65535,4,27.32,1.122,0.81,0.0133,0.51
1,65535,7,37.4,1.322,0.93,0.0229,0.88
2,65535,1,29.93,1.985,0.94,0.0062,0.24
3,65535,6,50.99,1.454,0.78,0.0133,0.51
4,65535,9,24.47,0.725,0.83,0.0221,0.85
0,65536,6,37.0,1.716,1.29,0.036,1.38
1,65536,4,31.38,0.579,1.02,0.0075,0.29
2,65536,5,50.42,1.138,0.96,0.0108,0.42
3,65536,5,35.91,0.602,1.1,0.0092,0.35
4,65536,2,40.17,1.162,1.01,0.0059,0.23
0,65537,6,44.5,0.667,0.82,0.0074,0.29
1,65537,3,45.24,0.341,0.75,0.0017,0.07
2,65537,3,43.7,1.176,0.86,0.007,0.27
3,65537,5,44.98,0.995,0.75,0.0083,0.32
4,65537,1,42.88,1.932,1.22,0.0055,0.21
0,65538,5,46.91,1.286,1.12,0.0154,0.59
1,65538,4,23.84,1.058,0.94,0.0167,0.64
2,65538,7,36.16,1.0,0.79,0.0154,0.59
3,65538,3,45.78,0.223,0.71,0.001,0.04
4,65538,6,50.04,0.324,0.84,0.0033,0.13
0,65539,7,18.52,0.331,1.12,0.014,0.54
1,65539,4,41.98,1.049,1.24,0.0124,0.48
2,65539,3,27.29,1.888,1.23,0.0254,0.98
3,65539,6,33.21,0.839,0.82,0.0124,0.48
4,65539,4,34.62,1.183,0.78,0.0107,0.41
0,65540,2,55.37,0.104,1.24,0.0005,0.02
1,65540,4,50.2,1.983,0.98,0.0154,0.59
2,65540,1,51.32,1.013,0.93,0.0018,0.07
3,65540,10,31.95,0.881,1.19,0.0329,1.27
4,65540,3,28.91,1.267,1.12,0.0147,0.57
0,65541,10,37.43,1.859,1.29,0.0641,2.47
1,65541,7,60.07,1.296,0.77,0.0116,0.45
2,65541,3,47.37,0.775,1.1,0.0054,0.21
3,65541,5,54.32,1.478,0.78,0.0107,0.41
4,65541,9,28.61,0.58,0.83,0.0151,0.58
0,65542,9,49.65,0.115,1.02,0.0021,0.08
1,65542,9,44.92,0.594,1.27,0.0151,0.58
2,65542,2,39.66,0.277,1.02,0.0014,0.05
3,65542,4,30.98,1.84,0.93,0.022,0.85
4,65542,6,39.16,0.382,1.11,0.0065,0.25
0,65543,9,47.84,0.392,1.18,0.0087,0.33
1,65543,5,67.49,1.427,0.73,0.0077,0.3
2,65543,3,29.56,1.465,1.26,0.0188,0.72
3,65543,9,50.0,1.866,1.14,0.0382,1.47
4,65543,2,17.75,1.055,1.13,0.0135,0.52
0,65544,7,35.11,0.741,1.04,0.0154,0.59
1,65544,11,42.75,1.187,0.98,0.0298,1.15
2,65544,9,45.63,1.934,0.81,0.0309,1.19
3,65544,7,27.45,1.094,1.24,0.0347,1.34
4,65544,10,47.87,1.302,1.25,0.0339,1.31
0,65545,4,41.13,1.881,1.21,0.0221,0.85
1,65545,3,57.57,0.599,1.03,0.0032,0.12
2,65545,10,57.85,0.675,0.81,0.0095,0.36
3,65545,7,32.64,1.166,1.07,0.0267,1.03
4,65545,8,41.86,0.674,0.77,0.0099,0.38
0,65546,4,21.07,0.373,1.11,0.0079,0.3
1,65546,4,40.09,1.086,0.89,0.0097,0.37
2,65546,6,31.94,1.205,0.87,0.0198,0.76
3,65546,4,53.64,0.793,1.1,0.0065,0.25
4,65546,4,43.08,0.615,1.09,0.0062,0.24
0,65547,6,31.44,0.162,0.81,0.0025,0.1
1,65547,6,24.1,0.574,0.81,0.0115,0.44
2,65547,2,41.99,0.15,1.25,0.0009,0.03
3,65547,3,32.14,0.639,0.89,0.0053,0.2
4,65547,7,30.83,1.056,1.05,0.0252,0.97
0,65548,9,44.63,1.787,0.74,0.0268,1.03
1,65548,5,24.95,1.31,0.75,0.0196,0.75
2,65548,4,56.46,1.896,0.82,0.011,0.42
3,65548,7,37.94,1.695,0.99,0.0309,1.19
4,65548,4,30.84,0.922,0.91,0.0109,0.42
0,65549,5,41.6,1.709,1.03,0.0212,0.81
1,65549,4,34.49,0.13,0.98,0.0015,0.06
2,65549,5,47.35,1.504,0.99,0.0157,0.6
3,65549,5,46.69,1.762,0.82,0.0154,0.59
4,65549,5,45.46,0.211,1.19,0.0028,0.11
0,65550,8,41.16,0.594,0.91,0.0105,0.4
1,65550,5,64.15,0.574,0.81,0.0036,0.14
2,65550,3,37.02,0.292,0.96,0.0023,0.09
3,65550,7,43.4,1.468,0.96,0.0228,0.88
4,65550,5,46.22,1.748,1.09,0.0205,0.79
0,65551,3,39.2,0.6,1.05,0.0048,0.19
1,65551,5,39.45,1.607,0.91,0.0185,0.71
2,65551,12,51.45,0.993,1.16,0.0268,1.03
3,65551,8,36.71,1.153,1.13,0.0283,1.09
4,65551,2,39.78,0.363,1.23,0.0022,0.09
0,65552,2,48.75,0.47,1.04,0.002,0.08
1,65552,5,42.55,1.732,0.83,0.0169,0.65
2,65552,8,42.53,0.515,1.27,0.0123,0.48
3,65552,5,51.76,1.944,0.78,0.0146,0.56
4,65552,4,42.54,1.048,0.88,0.0087,0.33
0,65553,5,43.55,1.002,1.26,0.0144,0.56
1,65553,4,19.78,0.515,0.94,0.0098,0.38
2,65553,2,42.46,0.377,0.85,0.0015,0.06
3,65553,4,46.38,1.648,1.19,0.0169,0.65
4,65553,4,53.51,0.277,0.73,0.0015,0.06
0,65554,5,46.72,0.206,1.07,0.0024,0.09
1,65554,5,41.7,1.406,1.07,0.018,0.69
2,65554,7,44.47,1.242,1.15,0.0225,0.87
3,65554,1,36.12,0.745,1.25,0.0026,0.1
4,65554,8,28.77,0.129,0.95,0.0034,0.13
0,65555,7,36.96,1.637,1.2,0.0374,1.44
1,65555,4,36.52,0.184,1.12,0.0023,0.09
2,65555,5,33.76,1.212,1.23,0.022,0.85
3,65555,3,46.26,0.68,0.9,0.004,0.15
4,65555,7,25.31,1.913,1.17,0.0617,2.37
0,65556,8,41.39,1.408,0.96,0.0261,1.01
1,65556,4,46.39,0.406,1.01,0.0035,0.14
2,65556,1,31.29,1.169,0.9,0.0034,0.13
3,65556,5,51.05,1.128,1.26,0.0139,0.53
4,65556,5,40.64,1.537,1.1,0.0208,0.8
0,65557,9,40.93,1.553,0.91,0.0311,1.2
1,65557,6,42.63,0.32,0.79,0.0036,0.14
2,65557,3,36.4,0.728,1.08,0.0065,0.25
3,65557,3,33.35,0.238,0.83,0.0018,0.07
4,65557,6,40.35,1.32,0.81,0.016,0.62
0,65558,4,35.86,0.783,0.91,0.0079,0.3
1,65558,2,35.76,1.474,0.93,0.0077,0.3
2,65558,11,49.22,0.804,0.88,0.0159,0.61
3,65558,1,33.72,0.63,1.12,0.0021,0.08
4,65558,4,36.86,0.497,1.22,0.0066,0.25
0,65559,8,22.91,1.461,1.0,0.0512,1.97
1,65559,5,54.85,0.308,0.89,0.0025,0.1
2,65559,6,54.79,1.221,0.82,0.0109,0.42
3,65559,6,26.39,1.676,1.22,0.0465,1.79
4,65559,5,39.98,0.198,0.99,0.0025,0.09
0,65560,7,44.24,0.232,0.83,0.003,0.12
1,65560,7,52.39,0.967,1.21,0.0156,0.6
2,65560,2,23.01,0.485,0.76,0.0032,0.12
3,65560,3,27.93,1.146,1.06,0.013,0.5
4,65560,5,41.1,0.711,0.74,0.0064,0.25
0,65561,4,46.26,0.159,0.84,0.0012,0.04
1,65561,5,39.82,0.796,0.92,0.0092,0.35
2,65561,9,49.03,1.006,1.12,0.0207,0.8
3,65561,6,54.84,1.152,1.19,0.015,0.58
4,65561,3,41.44,1.994,0.85,0.0122,0.47
0,65562,8,42.79,0.543,1.1,0.0112,0.43
1,65562,2,52.42,1.158,1.29,0.0057,0.22
2,65562,5,55.18,0.831,1.09,0.0082,0.32
3,65562,5,43.17,0.463,1.12,0.006,0.23
4,65562,8,55.73,0.503,1.27,0.0092,0.35
0,65563,3,32.06,0.548,0.88,0.0045,0.17
1,65563,6,37.11,0.986,0.91,0.0145,0.56
2,65563,9,44.35,1.05,1.0,0.0214,0.82
3,65563,2,39.17,1.697,0.88,0.0076,0.29
4,65563,3,41.94,0.185,0.88,0.0012,0.04
0,65564,8,11.64,1.552,1.18,0.1263,4.86
1,65564,5,54.42,1.54,0.99,0.014,0.54
2,65564,4,33.47,1.974,1.24,0.0292,1.13
3,65564,6,19.38,1.792,0.86,0.0479,1.84
4,65564,5,46.66,0.766,0.82,0.0067,0.26
0,65565,4,41.47,1.57,1.27,0.0192,0.74
1,65565,5,32.48,1.235,0.89,0.0169,0.65
2,65565,3,32.0,1.85,0.98,0.0169,0.65
3,65565,6,33.06,1.122,1.03,0.0211,0.81
4,65565,8,17.33,0.714,1.09,0.0358,1.38
0,65566,4,31.15,0.751,0.97,0.0094,0.36
1,65566,4,24.85,0.6,0.95,0.0092,0.35
2,65566,4,43.32,1.006,0.72,0.0067,0.26
3,65566,9,29.91,0.305,1.05,0.0096,0.37
4,65566,8,35.62,1.244,0.88,0.0245,0.94
0,65567,5,47.18,0.125,0.91,0.0012,0.05
1,65567,10,39.41,1.208,0.78,0.0238,0.91
2,65567,7,43.56,1.882,1.27,0.0384,1.48
3,65567,4,30.87,0.821,1.1,0.0117,0.45
4,65567,4,45.62,0.217,0.71,0.0014,0.05
0,65568,7,46.61,0.425,1.25,0.008,0.31
1,65568,5,50.38,0.782,1.15,0.0089,0.34
2,65568,6,37.58,1.299,0.76,0.0158,0.61
3,65568,3,36.66,1.009,0.94,0.0077,0.3
4,65568,5,37.09,1.85,0.74,0.0185,0.71
0,65569,3,49.32,0.424,0.77,0.002,0.08
1,65569,5,30.28,0.597,1.06,0.0105,0.4
2,65569,8,50.77,0.836,0.82,0.0108,0.42
3,65569,5,16.59,1.243,0.73,0.0272,1.05
4,65569,6,34.62,1.792,1.23,0.0383,1.47
0,65570,2,22.96,1.849,1.15,0.0185,0.71
1,65570,7,48.65,1.648,1.1,0.026,1.0
2,65570,7,55.4,1.017,0.93,0.012,0.46
3,65570,8,48.3,1.277,0.78,0.0164,0.63
4,65570,5,28.0,1.684,1.17,0.0352,1.35
0,65571,8,43.76,1.631,1.08,0.0323,1.25
1,65571,3,46.27,0.945,1.16,0.0071,0.27
2,65571,4,42.49,0.437,1.1,0.0045,0.17
3,65571,9,40.26,0.439,0.95,0.0093,0.36
4,65571,1,43.4,0.418,0.97,0.0009,0.04
0,65572,5,38.67,1.796,1.12,0.0259,1.0
1,65572,4,43.04,0.433,0.72,0.0029,0.11
2,65572,9,51.15,0.166,1.01,0.003,0.11
3,65572,3,24.41,0.958,0.94,0.011,0.42
4,65572,5,35.73,1.8,0.81,0.0205,0.79
0,65573,5,54.92,1.911,1.29,0.0224,0.86
1,65573,5,21.49,1.998,0.79,0.0368,1.42
2,65573,5,53.52,1.85,0.74,0.0128,0.49
3,65573,9,34.78,0.224,0.87,0.005,0.19
4,65573,4,44.13,1.231,1.05,0.0117,0.45
0,65574,6,45.08,1.444,1.01,0.0193,0.74
1,65574,7,31.28,1.178,1.24,0.0326,1.25
2,65574,7,50.86,0.429,0.88,0.0052,0.2
3,65574,9,59.37,0.446,0.8,0.0054,0.21
4,65574,4,55.43,1.484,1.18,0.0127,0.49
0,65575,3,43.06,1.673,1.08,0.0126,0.49
1,65575,7,37.61,1.881,0.84,0.0295,1.14
2,65575,4,25.12,1.328,1.08,0.0229,0.88
3,65575,3,34.0,1.493,0.73,0.0097,0.37
4,65575,7,43.76,0.378,1.26,0.0076,0.29
0,65576,5,22.18,0.763,1.12,0.0193,0.74
1,65576,3,36.27,1.734,1.02,0.0146,0.56
2,65576,11,34.08,1.655,0.91,0.0484,1.86
3,65576,2,32.8,1.036,1.04,0.0065,0.25
4,65576,3,48.1,0.829,1.0,0.0052,0.2
0,65577,7,48.34,0.145,0.8,0.0017,0.06
1,65577,5,27.13,0.229,1.14,0.0048,0.19
2,65577,9,55.62,0.147,1.28,0.003,0.12
3,65577,9,46.49,1.686,1.08,0.0352,1.35
4,65577,9,39.24,1.306,0.98,0.0294,1.13
0,65578,1,45.13,0.468,0.83,0.0009,0.03
1,65578,5,52.56,0.892,0.87,0.0074,0.29
2,65578,5,22.73,1.861,1.23,0.0502,1.93
3,65578,2,26.44,1.515,1.18,0.0135,0.52
4,65578,8,40.26,0.888,1.25,0.022,0.85
0,65579,7,52.27,0.915,1.15,0.0141,0.54
1,65579,5,46.76,0.269,0.72,0.0021,0.08
2,65579,5,30.24,1.198,0.85,0.0169,0.65
3,65579,6,42.5,0.336,1.26,0.006,0.23
4,65579,4,32.78,1.428,0.72,0.0126,0.49
0,65580,4,47.25,0.134,0.78,0.0009,0.03
1,65580,6,63.91,1.931,0.74,0.0134,0.52
2,65580,6,32.51,1.129,1.01,0.0211,0.81
3,65580,1,37.85,0.53,1.03,0.0014,0.06
4,65580,7,18.37,1.537,1.27,0.0747,2.87
0,65581,7,39.98,1.167,1.14,0.0233,0.9
1,65581,3,32.21,1.879,1.28,0.0223,0.86
2,65581,8,32.21,1.651,1.18,0.0485,1.87
3,65581,3,28.87,1.452,0.84,0.0127,0.49
4,65581,7,38.81,1.477,0.87,0.0232,0.89
0,65582,7,38.47,1.689,0.81,0.0249,0.96
1,65582,5,41.98,0.418,0.72,0.0036,0.14
2,65582,5,49.38,1.559,0.92,0.0145,0.56
3,65582,0,48.29,0.87,0.79,0.0,0.0
4,65582,5,40.57,0.89,0.93,0.0102,0.39
0,65583,10,37.12,1.361,0.82,0.0301,1.16
1,65583,6,43.07,1.153,0.75,0.0121,0.47
2,65583,6,49.07,0.811,0.81,0.008,0.31
3,65583,4,45.97,1.745,0.7,0.0106,0.41
4,65583,6,44.23,1.381,1.18,0.0221,0.85
0,65584,8,18.28,1.874,0.9,0.0738,2.84
1,65584,5,49.36,1.179,0.87,0.0104,0.4
2,65584,10,35.79,0.57,1.08,0.0172,0.66
3,65584,3,50.82,1.349,1.29,0.0103,0.4
4,65584,5,38.22,1.402,1.25,0.0228,0.88
0,65585,7,62.19,0.517,0.79,0.0046,0.18
1,65585,5,50.35,1.043,0.81,0.0084,0.32
2,65585,2,30.11,1.583,1.1,0.0116,0.45
3,65585,3,54.79,0.575,1.26,0.004,0.15
4,65585,0,32.54,0.687,0.92,0.0,0.0
0,65586,8,33.55,0.201,1.16,0.0055,0.21
1,65586,4,43.63,1.891,1.02,0.0177,0.68
2,65586,5,38.35,1.098,1.21,0.0174,0.67
3,65586,3,26.62,1.257,1.12,0.0158,0.61
4,65586,5,39.33,1.058,0.76,0.0102,0.39
0,65587,1,50.0,1.552,1.08,0.0033,0.13
1,65587,2,35.81,1.242,0.71,0.0049,0.19
2,65587,7,37.74,0.563,1.23,0.0129,0.5
3,65587,3,31.74,0.115,0.82,0.0009,0.03
4,65587,2,33.08,1.623,1.28,0.0125,0.48
0,65588,1,30.98,0.702,0.91,0.0021,0.08
1,65588,3,39.86,0.892,0.72,0.0049,0.19
2,65588,6,69.24,1.903,1.26,0.0208,0.8
3,65588,4,32.6,1.319,0.89,0.0143,0.55
4,65588,5,49.16,1.725,0.86,0.0152,0.58
0,65589,2,38.26,1.936,1.03,0.0104,0.4
1,65589,3,38.48,1.749,1.04,0.0142,0.55
2,65589,2,24.85,0.793,0.85,0.0054,0.21
3,65589,7,38.94,0.685,1.3,0.016,0.62
4,65589,8,49.29,0.658,1.19,0.0127,0.49
0,65590,6,52.57,1.332,0.76,0.0115,0.44
1,65590,4,52.54,1.825,0.96,0.0134,0.52
2,65590,5,29.05,1.556,1.09,0.0293,1.13
3,65590,6,46.39,0.344,0.84,0.0038,0.14
4,65590,8,49.84,0.351,0.86,0.0049,0.19
0,65591,7,34.43,1.867,0.99,0.0376,1.45
1,65591,7,35.87,1.532,1.12,0.0336,1.29
2,65591,3,35.83,0.498,0.9,0.0038,0.14
3,65591,4,35.8,0.975,1.26,0.0138,0.53
4,65591,2,43.05,1.09,0.72,0.0036,0.14
0,65592,6,45.33,0.996,0.72,0.0095,0.36
1,65592,8,41.48,1.183,0.94,0.0214,0.82
2,65592,7,46.35,0.94,0.97,0.0138,0.53
3,65592,6,31.24,1.323,0.99,0.0253,0.97
4,65592,6,46.84,0.668,0.81,0.0069,0.27
0,65593,4,43.25,0.676,0.73,0.0046,0.18
1,65593,8,22.84,1.589,0.94,0.0522,2.01
2,65593,10,36.05,1.017,0.87,0.0245,0.94
3,65593,5,56.05,1.979,0.8,0.0141,0.54
4,65593,7,39.9,1.507,0.95,0.0252,0.97
0,65594,7,25.6,1.248,1.28,0.0436,1.68
1,65594,8,35.13,1.606,0.98,0.0359,1.38
2,65594,7,40.55,1.219,0.94,0.0198,0.76
3,65594,2,38.57,1.38,0.78,0.0056,0.21
4,65594,4,40.85,0.346,0.87,0.003,0.11
0,65595,2,31.6,1.755,1.08,0.012,0.46
1,65595,9,44.48,1.292,0.87,0.0228,0.88
2,65595,9,46.44,1.844,1.07,0.0383,1.47
3,65595,8,56.7,0.436,1.09,0.0067,0.26
4,65595,3,40.49,1.264,1.3,0.0122,0.47
0,65596,3,45.95,1.42,1.02,0.0095,0.37
1,65596,6,28.97,1.03,1.22,0.0259,1.0
2,65596,3,35.45,1.253,0.73,0.0077,0.3
3,65596,5,29.42,1.576,0.75,0.0201,0.78
4,65596,5,36.62,1.205,0.93,0.0154,0.59
0,65597,8,58.25,1.714,1.0,0.0236,0.91
1,65597,7,24.01,1.551,1.03,0.0468,1.8
2,65597,4,37.66,0.684,0.96,0.007,0.27
3,65597,7,61.2,0.869,0.93,0.0092,0.36
4,65597,4,47.71,0.838,0.89,0.0063,0.24
0,65598,1,16.56,1.008,1.0,0.0061,0.23
1,65598,6,38.12,1.98,0.84,0.0261,1.01
2,65598,7,46.49,1.527,0.82,0.0189,0.73
3,65598,4,51.68,1.563,1.11,0.0134,0.52
4,65598,3,47.0,0.976,1.1,0.0069,0.26
0,65599,4,25.25,0.721,0.83,0.0095,0.37
1,65599,3,26.61,1.059,0.8,0.0096,0.37
2,65599,7,41.01,1.695,0.84,0.0242,0.93
3,65599,5,29.73,1.657,0.73,0.0205,0.79
4,65599,8,29.29,1.926,0.95,0.0497,1.91
0,65600,5,37.69,0.514,0.76,0.0052,0.2
1,65600,6,35.73,1.079,0.81,0.0147,0.57
2,65600,4,46.79,0.674,1.19,0.0069,0.26
3,65600,4,31.94,0.924,0.72,0.0084,0.32
4,65600,3,27.89,1.821,0.93,0.0181,0.7
0,65601,8,42.26,0.323,0.95,0.0058,0.22
1,65601,5,34.94,0.983,1.14,0.0161,0.62
2,65601,6,52.1,1.648,0.8,0.0153,0.59
3,65601,4,40.76,0.301,0.73,0.0022,0.08
4,65601,6,51.41,0.985,1.18,0.0136,0.52
0,65602,6,41.86,0.318,0.85,0.0039,0.15
1,65602,3,60.96,0.16,1.01,0.0008,0.03
2,65602,5,39.56,0.805,0.99,0.0101,0.39
3,65602,9,15.64,0.584,0.71,0.0238,0.92
4,65602,3,48.36,0.574,1.1,0.0039,0.15
0,65603,8,37.36,1.533,1.08,0.0354,1.36
1,65603,8,52.74,1.342,0.93,0.0189,0.73
2,65603,5,42.78,1.123,0.77,0.0101,0.39
3,65603,4,42.16,1.57,0.85,0.0127,0.49
4,65603,9,50.35,1.403,1.02,0.0255,0.98
0,65604,6,31.63,0.795,1.3,0.0196,0.75
1,65604,11,57.84,0.719,0.85,0.0117,0.45
2,65604,9,38.47,1.782,0.94,0.0392,1.51
3,65604,7,45.02,0.11,0.9,0.0015,0.06
4,65604,3,44.52,0.36,0.87,0.0021,0.08
0,65605,7,35.23,1.292,1.1,0.0284,1.09
1,65605,4,63.36,1.399,1.24,0.011,0.42
2,65605,6,45.42,1.761,1.16,0.0271,1.04
3,65605,4,34.4,0.926,0.91,0.0098,0.38
4,65605,3,51.43,1.622,0.87,0.0083,0.32
0,65606,5,36.46,0.174,0.96,0.0023,0.09
1,65606,13,36.69,1.903,0.86,0.0577,2.22
2,65606,13,57.13,1.296,1.01,0.0299,1.15
3,65606,4,26.54,0.865,0.93,0.0122,0.47
4,65606,7,51.09,0.68,0.84,0.0078,0.3
0,65607,6,28.73,1.843,1.06,0.041,1.58
1,65607,8,44.71,0.193,0.93,0.0032,0.12
2,65607,5,33.33,0.304,1.04,0.0047,0.18
3,65607,5,42.46,0.535,1.16,0.0073,0.28
4,65607,6,41.26,1.431,0.86,0.0178,0.69
0,65608,9,55.68,1.313,0.75,0.0159,0.61
1,65608,3,42.35,1.294,1.06,0.0097,0.37
2,65608,7,29.23,1.974,0.87,0.0412,1.59
3,65608,8,39.16,1.987,0.99,0.0403,1.55
4,65608,8,41.23,1.401,1.21,0.033,1.27
0,65609,3,44.94,0.235,1.08,0.0017,0.07
1,65609,10,54.74,0.307,1.07,0.006,0.23
2,65609,8,33.82,0.532,0.9,0.0113,0.44
3,65609,0,31.8,1.154,1.01,0.0,0.0
4,65609,3,54.47,1.197,1.04,0.0068,0.26
0,65610,7,35.41,0.72,0.86,0.0122,0.47
1,65610,13,29.83,0.978,0.9,0.0382,1.47
2,65610,4,61.91,1.026,1.08,0.0072,0.28
3,65610,6,41.14,0.287,1.19,0.005,0.19
4,65610,6,30.19,1.056,1.08,0.0228,0.88
0,65611,3,26.4,1.471,1.29,0.0216,0.83
1,65611,5,45.33,0.856,1.01,0.0096,0.37
2,65611,3,42.68,0.283,0.93,0.0019,0.07
3,65611,9,33.17,0.612,1.28,0.0212,0.82
4,65611,4,27.48,1.221,0.87,0.0154,0.59
0,65612,5,45.91,1.106,1.18,0.0142,0.55
1,65612,6,39.77,0.307,0.95,0.0044,0.17
2,65612,8,53.46,1.803,0.89,0.024,0.92
3,65612,4,41.53,1.78,1.11,0.019,0.73
4,65612,6,21.95,1.912,1.13,0.0589,2.27
0,65613,7,46.51,0.61,0.98,0.009,0.35
1,65613,3,50.05,0.517,0.74,0.0023,0.09
2,65613,5,45.48,1.695,1.04,0.0194,0.75
3,65613,8,43.28,1.837,0.98,0.0333,1.28
4,65613,11,36.7,1.683,1.04,0.0524,2.02
0,65614,3,48.25,1.089,0.92,0.0062,0.24
1,65614,5,21.33,0.343,0.94,0.0076,0.29
2,65614,3,45.44,1.609,1.19,0.0126,0.49
3,65614,7,37.1,0.475,0.76,0.0069,0.26
4,65614,2,31.37,1.716,1.23,0.0134,0.52
0,65615,3,35.16,0.492,1.0,0.0042,0.16
1,65615,6,39.62,1.866,0.74,0.021,0.81
2,65615,3,27.2,0.209,1.24,0.0029,0.11
3,65615,6,46.56,1.78,1.07,0.0246,0.95
4,65615,5,42.4,0.452,1.27,0.0068,0.26
0,65616,6,49.82,1.391,0.92,0.0154,0.59
1,65616,2,21.72,0.994,1.09,0.01,0.38
2,65616,4,44.35,1.135,0.97,0.0099,0.38
3,65616,11,40.33,0.637,1.14,0.0199,0.77
4,65616,3,27.64,0.93,1.18,0.0119,0.46
0,65617,3,37.36,1.688,1.11,0.015,0.58
1,65617,4,30.72,1.618,0.91,0.0192,0.74
2,65617,9,33.56,0.169,1.16,0.0053,0.2
3,65617,6,50.22,1.5,0.83,0.0148,0.57
4,65617,6,49.1,0.601,1.29,0.0095,0.37
0,65618,6,47.71,0.853,0.73,0.0078,0.3
1,65618,6,37.91,0.895,0.77,0.0109,0.42
2,65618,5,32.27,1.966,0.84,0.0255,0.98
3,65618,4,54.36,1.352,1.12,0.0112,0.43
4,65618,3,47.42,1.343,1.18,0.01,0.39
0,65619,4,37.33,0.225,0.82,0.002,0.08
1,65619,4,45.25,1.647,0.72,0.0105,0.41
2,65619,6,44.8,1.325,1.06,0.0189,0.73
3,65619,11,50.31,1.662,1.04,0.0377,1.45
4,65619,5,24.43,1.314,0.71,0.019,0.73
0,65620,4,49.15,0.421,1.02,0.0035,0.13
1,65620,5,37.32,1.108,1.09,0.0162,0.62
2,65620,10,38.72,1.501,1.09,0.0423,1.63
3,65620,3,30.69,0.288,1.09,0.0031,0.12
4,65620,6,46.23,0.659,0.71,0.0061,0.23
0,65621,3,42.77,1.71,0.7,0.0084,0.32
1,65621,2,31.63,0.125,1.09,0.0009,0.03
2,65621,9,59.96,1.633,0.71,0.0175,0.67
3,65621,6,43.87,1.947,0.77,0.0206,0.79
4,65621,7,41.61,0.305,1.01,0.0052,0.2
0,65622,6,52.58,1.302,0.98,0.0146,0.56
1,65622,7,43.74,0.964,1.0,0.0155,0.6
2,65622,9,40.09,0.491,1.19,0.0131,0.5
3,65622,2,50.52,0.974,0.8,0.0031,0.12
4,65622,4,28.47,1.085,1.22,0.0187,0.72
0,65623,6,44.01,1.666,1.1,0.0249,0.96
1,65623,5,40.8,1.329,1.01,0.0165,0.64
2,65623,3,32.1,0.758,1.08,0.0076,0.29
3,65623,4,45.46,0.619,1.21,0.0066,0.25
4,65623,6,38.03,1.895,1.28,0.0384,1.48
0,65624,5,42.78,0.702,0.95,0.0078,0.3
1,65624,6,37.57,1.111,0.71,0.0125,0.48
2,65624,10,43.08,0.681,1.08,0.017,0.66
3,65624,3,55.15,1.399,0.9,0.0068,0.26
4,65624,2,45.77,0.242,1.26,0.0013,0.05
0,65625,5,37.21,1.049,1.05,0.0148,0.57
1,65625,4,63.54,0.672,1.09,0.0046,0.18
2,65625,6,46.04,1.189,0.76,0.0117,0.45
